u0,u1,u2,u3
0.0000020838,0.0000024781,0.0000059722,0.0000055741
0.0000021050,0.0000024979,0.0000059977,0.0000056009
0.0000021262,0.0000025178,0.0000060230,0.0000056275
0.0000021475,0.0000025378,0.0000060481,0.0000056539
0.0000021689,0.0000025577,0.0000060729,0.0000056801
0.0000021903,0.0000025778,0.0000060976,0.0000057061
0.0000022117,0.0000025978,0.0000061221,0.0000057320
0.0000022332,0.0000026179,0.0000061463,0.0000057576
0.0000022547,0.0000026380,0.0000061703,0.0000057829
0.0000022762,0.0000026581,0.0000061941,0.0000058081
0.0000022977,0.0000026782,0.0000062176,0.0000058330
0.0000023192,0.0000026983,0.0000062409,0.0000058576
0.0000023407,0.0000027184,0.0000062639,0.0000058820
0.0000023622,0.0000027385,0.0000062866,0.0000059061
0.0000023836,0.0000027585,0.0000063091,0.0000059300
0.0000024051,0.0000027785,0.0000063312,0.0000059536
0.0000024265,0.0000027985,0.0000063531,0.0000059769
0.0000024478,0.0000028184,0.0000063747,0.0000059999
0.0000024691,0.0000028383,0.0000063960,0.0000060226
0.0000024904,0.0000028581,0.0000064169,0.0000060450
0.0000025115,0.0000028778,0.0000064376,0.0000060671
0.0000025327,0.0000028974,0.0000064579,0.0000060888
0.0000025537,0.0000029170,0.0000064779,0.0000061103
0.0000025746,0.0000029365,0.0000064975,0.0000061314
0.0000025955,0.0000029558,0.0000065168,0.0000061521
0.0000026162,0.0000029751,0.0000065357,0.0000061725
0.0000026369,0.0000029942,0.0000065543,0.0000061926
0.0000026574,0.0000030133,0.0000065725,0.0000062122
0.0000026778,0.0000030322,0.0000065903,0.0000062316
0.0000026981,0.0000030509,0.0000066077,0.0000062505
0.0000027182,0.0000030696,0.0000066248,0.0000062691
0.0000027382,0.0000030881,0.0000066414,0.0000062872
0.0000027581,0.0000031064,0.0000066577,0.0000063050
0.0000027778,0.0000031245,0.0000066735,0.0000063224
0.0000027973,0.0000031426,0.0000066889,0.0000063393
0.0000028167,0.0000031604,0.0000067039,0.0000063559
0.0000028359,0.0000031780,0.0000067185,0.0000063720
0.0000028549,0.0000031955,0.0000067326,0.0000063877
0.0000028737,0.0000032128,0.0000067463,0.0000064029
0.0000028924,0.0000032298,0.0000067596,0.0000064178
0.0000029108,0.0000032467,0.0000067724,0.0000064321
0.0000029291,0.0000032634,0.0000067847,0.0000064461
0.0000029471,0.0000032798,0.0000067966,0.0000064595
0.0000029649,0.0000032961,0.0000068080,0.0000064725
0.0000029825,0.0000033121,0.0000068190,0.0000064851
0.0000029999,0.0000033278,0.0000068294,0.0000064972
0.0000030170,0.0000033434,0.0000068394,0.0000065087
0.0000030339,0.0000033587,0.0000068489,0.0000065199
0.0000030506,0.0000033737,0.0000068579,0.0000065305
0.0000030278,0.0000033746,0.0000069056,0.0000065545
0.0000030931,0.0000034068,0.0000068641,0.0000065468
0.0000030680,0.0000034064,0.0000069129,0.0000065704
0.0000031317,0.0000034372,0.0000068720,0.0000065620
0.0000031047,0.0000034359,0.0000069207,0.0000065851
0.0000031660,0.0000034654,0.0000068808,0.0000065763
0.0000031380,0.0000034636,0.0000069287,0.0000065987
0.0000031974,0.0000034918,0.0000068892,0.0000065893
0.0000031688,0.0000034896,0.0000069360,0.0000066106
0.0000032266,0.0000035167,0.0000068966,0.0000066005
0.0000031976,0.0000035141,0.0000069419,0.0000066207
0.0000032539,0.0000035402,0.0000069024,0.0000066099
0.0000032248,0.0000035372,0.0000069460,0.0000066288
0.0000032796,0.0000035624,0.0000069063,0.0000066172
0.0000032505,0.0000035591,0.0000069482,0.0000066348
0.0000033039,0.0000035832,0.0000069082,0.0000066223
0.0000032747,0.0000035796,0.0000069483,0.0000066386
0.0000033268,0.0000036027,0.0000069080,0.0000066253
0.0000032976,0.0000035987,0.0000069462,0.0000066402
0.0000033483,0.0000036209,0.0000069056,0.0000066261
0.0000033191,0.0000036165,0.0000069419,0.0000066396
0.0000033684,0.0000036376,0.0000069010,0.0000066246
0.0000033392,0.0000036330,0.0000069354,0.0000066367
0.0000033864,0.0000036545,0.0000068933,0.0000066209
0.0000033577,0.0000036488,0.0000069262,0.0000066312
0.0000034036,0.0000036690,0.0000068839,0.0000066146
0.0000033750,0.0000036628,0.0000069150,0.0000066235
0.0000034195,0.0000036820,0.0000068722,0.0000066060
0.0000033910,0.0000036752,0.0000069014,0.0000066135
0.0000034340,0.0000036934,0.0000068583,0.0000065952
0.0000034055,0.0000036862,0.0000068855,0.0000066012
0.0000034470,0.0000037032,0.0000068419,0.0000065820
0.0000034186,0.0000036956,0.0000068672,0.0000065866
0.0000034586,0.0000037116,0.0000068232,0.0000065666
0.0000034302,0.0000037036,0.0000068465,0.0000065696
0.0000034681,0.0000037186,0.0000068016,0.0000065498
0.0000034402,0.0000037099,0.0000068233,0.0000065508
0.0000034771,0.0000037237,0.0000067785,0.0000065293
0.0000034490,0.0000037148,0.0000067979,0.0000065291
0.0000034845,0.0000037275,0.0000067529,0.0000065064
0.0000034563,0.0000037183,0.0000067702,0.0000065049
0.0000034904,0.0000037299,0.0000067250,0.0000064810
0.0000034620,0.0000037203,0.0000067401,0.0000064782
0.0000034947,0.0000037309,0.0000066946,0.0000064533
0.0000034663,0.0000037209,0.0000067075,0.0000064492
0.0000034976,0.0000037303,0.0000066619,0.0000064231
0.0000034691,0.0000037200,0.0000066727,0.0000064178
0.0000034981,0.0000037284,0.0000066259,0.0000063923
0.0000034701,0.0000037173,0.0000066351,0.0000063849
0.0000034977,0.0000037245,0.0000065882,0.0000063585
0.0000034698,0.0000037130,0.0000065955,0.0000063494
0.0000034958,0.0000037191,0.0000065483,0.0000063221
0.0000034681,0.0000037073,0.0000065535,0.0000063115
0.0000034924,0.0000037123,0.0000065060,0.0000062834
0.0000034648,0.0000037001,0.0000065092,0.0000062713
0.0000034877,0.0000037034,0.0000064624,0.0000062419
0.0000034593,0.0000036923,0.0000064626,0.0000062287
0.0000034809,0.0000036946,0.0000064147,0.0000061989
0.0000034532,0.0000036823,0.0000064136,0.0000061838
0.0000034732,0.0000036837,0.0000063651,0.0000061536
0.0000034459,0.0000036705,0.0000063623,0.0000061368
0.0000034641,0.0000036711,0.0000063131,0.0000061061
0.0000034371,0.0000036572,0.0000063087,0.0000060877
0.0000034535,0.0000036570,0.0000062588,0.0000060565
0.0000034270,0.0000036424,0.0000062529,0.0000060364
0.0000034418,0.0000036405,0.0000062042,0.0000060038
0.0000034153,0.0000036255,0.0000061960,0.0000059826
0.0000034283,0.0000036230,0.0000061467,0.0000059497
0.0000034020,0.0000036077,0.0000061365,0.0000059271
0.0000034133,0.0000036042,0.0000060868,0.0000058935
0.0000033873,0.0000035884,0.0000060748,0.0000058694
0.0000033970,0.0000035841,0.0000060249,0.0000058353
0.0000033714,0.0000035678,0.0000060110,0.0000058097
0.0000033794,0.0000035626,0.0000059608,0.0000057750
0.0000033532,0.0000035475,0.0000059443,0.0000057481
0.0000033602,0.0000035406,0.0000058945,0.0000057125
0.0000033345,0.0000035251,0.0000058762,0.0000056842
0.0000033400,0.0000035170,0.0000058263,0.0000056479
0.0000033145,0.0000035012,0.0000058062,0.0000056183
0.0000033185,0.0000034921,0.0000057563,0.0000055816
0.0000032946,0.0000034753,0.0000057345,0.0000055499
0.0000032965,0.0000034656,0.0000056842,0.0000055132
0.0000032719,0.0000034491,0.0000056604,0.0000054807
0.0000032725,0.0000034382,0.0000056104,0.0000054433
0.0000032480,0.0000034217,0.0000055848,0.0000054097
0.0000032473,0.0000034096,0.0000055349,0.0000053716
0.0000032227,0.0000033931,0.0000055075,0.0000053369
0.0000032208,0.0000033799,0.0000054578,0.0000052982
0.0000031964,0.0000033634,0.0000054286,0.0000052624
0.0000031932,0.0000033490,0.0000053790,0.0000052232
0.0000031689,0.0000033326,0.0000053481,0.0000051863
0.0000031646,0.0000033171,0.0000052987,0.0000051465
0.0000031404,0.0000033007,0.0000052659,0.0000051086
0.0000031208,0.0000032833,0.0000052304,0.0000050687
0.0000031232,0.0000032673,0.0000051723,0.0000050283
0.0000031010,0.0000032497,0.0000051378,0.0000049875
0.0000030801,0.0000032328,0.0000051001,0.0000049469
0.0000030783,0.0000032151,0.0000050439,0.0000049070
0.0000030551,0.0000031983,0.0000050072,0.0000048653
0.0000030348,0.0000031807,0.0000049680,0.0000048227
0.0000030296,0.0000031609,0.0000049138,0.0000047829
0.0000030078,0.0000031438,0.0000048747,0.0000047392
0.0000029878,0.0000031263,0.0000048334,0.0000046953
0.0000029790,0.0000031047,0.0000047811,0.0000046559
0.0000029582,0.0000030878,0.0000047396,0.0000046106
0.0000029386,0.0000030703,0.0000046963,0.0000045653
0.0000029265,0.0000030469,0.0000046459,0.0000045263
0.0000029067,0.0000030302,0.0000046020,0.0000044793
0.0000028878,0.0000030127,0.0000045567,0.0000044327
0.0000028725,0.0000029875,0.0000045083,0.0000043942
0.0000028538,0.0000029711,0.0000044620,0.0000043457
0.0000028356,0.0000029537,0.0000044149,0.0000042978
0.0000028171,0.0000029269,0.0000043685,0.0000042598
0.0000027996,0.0000029108,0.0000043198,0.0000042099
0.0000027822,0.0000028936,0.0000042709,0.0000041608
0.0000027606,0.0000028651,0.0000042266,0.0000041234
0.0000027444,0.0000028494,0.0000041757,0.0000040721
0.0000027278,0.0000028324,0.0000041250,0.0000040219
0.0000027108,0.0000028144,0.0000040744,0.0000039724
0.0000026828,0.0000027795,0.0000040356,0.0000039406
0.0000026686,0.0000027648,0.0000039817,0.0000038872
0.0000026534,0.0000027485,0.0000039286,0.0000038353
0.0000026374,0.0000027309,0.0000038761,0.0000037844
0.0000026035,0.0000026933,0.0000038424,0.0000037546
0.0000025915,0.0000026797,0.0000037854,0.0000036993
0.0000025779,0.0000026641,0.0000037300,0.0000036459
0.0000025630,0.0000026470,0.0000036757,0.0000035940
0.0000025235,0.0000026067,0.0000036470,0.0000035660
0.0000025139,0.0000025942,0.0000035871,0.0000035092
0.0000025019,0.0000025793,0.0000035296,0.0000034546
0.0000024882,0.0000025627,0.0000034737,0.0000034017
0.0000024731,0.0000025448,0.0000034191,0.0000033500
0.0000024193,0.0000024949,0.0000034046,0.0000033317
0.0000024137,0.0000024846,0.0000033405,0.0000032723
0.0000024047,0.0000024714,0.0000032797,0.0000032158
0.0000023932,0.0000024561,0.0000032215,0.0000031615
0.0000023417,0.0000024106,0.0000032043,0.0000031384
0.0000023381,0.0000024010,0.0000031382,0.0000030784
0.0000023295,0.0000023890,0.0000030760,0.0000030220
0.0000023197,0.0000023738,0.0000030171,0.0000029670
0.0000022635,0.0000023260,0.0000030052,0.0000029461
0.0000022624,0.0000023175,0.0000029370,0.0000028853
0.0000022564,0.0000023060,0.0000028734,0.0000028281
0.0000022477,0.0000022917,0.0000028134,0.0000027731
0.0000021863,0.0000022420,0.0000028069,0.0000027549
0.0000021878,0.0000022349,0.0000027368,0.0000026933
0.0000021847,0.0000022240,0.0000026719,0.0000026352
0.0000021344,0.0000021837,0.0000026537,0.0000026089
0.0000021368,0.0000021766,0.0000025834,0.0000025476
0.0000021346,0.0000021658,0.0000025186,0.0000024898
0.0000020825,0.0000021245,0.0000025034,0.0000024647
0.0000020859,0.0000021183,0.0000024325,0.0000024039
0.0000020850,0.0000021080,0.0000023675,0.0000023462
0.0000020309,0.0000020656,0.0000023556,0.0000023226
0.0000020355,0.0000020607,0.0000022837,0.0000022621
0.0000020347,0.0000020519,0.0000022182,0.0000022052
0.0000019778,0.0000020089,0.0000022097,0.0000021835
0.0000019850,0.0000020046,0.0000021374,0.0000021224
0.0000019867,0.0000019952,0.0000020722,0.0000020654
0.0000019282,0.0000019519,0.0000020665,0.0000020453
0.0000019370,0.0000019494,0.0000019929,0.0000019845
0.0000019399,0.0000019418,0.0000019269,0.0000019278
0.0000018800,0.0000018977,0.0000019246,0.0000019090
0.0000018907,0.0000018969,0.0000018494,0.0000018488
0.0000018536,0.0000018667,0.0000018251,0.0000018168
0.0000018649,0.0000018652,0.0000017520,0.0000017567
0.0000018274,0.0000018349,0.0000017291,0.0000017257
0.0000018390,0.0000018338,0.0000016564,0.0000016664
0.0000018005,0.0000018035,0.0000016353,0.0000016367
0.0000018131,0.0000018030,0.0000015628,0.0000015780
0.0000017739,0.0000017728,0.0000015434,0.0000015494
0.0000017876,0.0000017729,0.0000014711,0.0000014911
0.0000017479,0.0000017430,0.0000014532,0.0000014637
0.0000017629,0.0000017438,0.0000013810,0.0000014057
0.0000017228,0.0000017143,0.0000013646,0.0000013793
0.0000017392,0.0000017158,0.0000012924,0.0000013217
0.0000016987,0.0000016867,0.0000012775,0.0000012964
0.0000017166,0.0000016889,0.0000012053,0.0000012392
0.0000016758,0.0000016603,0.0000011918,0.0000012149
0.0000016953,0.0000016634,0.0000011197,0.0000011581
0.0000016542,0.0000016353,0.0000011077,0.0000011349
0.0000016752,0.0000016391,0.0000010357,0.0000010785
0.0000016339,0.0000016116,0.0000010251,0.0000010564
0.0000016565,0.0000016163,0.0000009532,0.0000010005
0.0000016158,0.0000015878,0.0000009449,0.0000009794
0.0000016394,0.0000015941,0.0000008726,0.0000009243
0.0000015985,0.0000015663,0.0000008658,0.0000009044
0.0000016236,0.0000015737,0.0000007935,0.0000008499
0.0000015827,0.0000015464,0.0000007883,0.0000008311
0.0000016093,0.0000015549,0.0000007161,0.0000007771
0.0000015684,0.0000015281,0.0000007125,0.0000007594
0.0000015965,0.0000015382,0.0000006393,0.0000007066
0.0000015558,0.0000015116,0.0000006379,0.0000006897
0.0000015855,0.0000015223,0.0000005659,0.0000006371
0.0000015448,0.0000014964,0.0000005659,0.0000006215
0.0000015760,0.0000015080,0.0000004945,0.0000005694
0.0000015352,0.0000014828,0.0000004960,0.0000005553
0.0000015680,0.0000014954,0.0000004251,0.0000005037
0.0000015272,0.0000014710,0.0000004280,0.0000004909
0.0000015616,0.0000014845,0.0000003578,0.0000004399
0.0000015209,0.0000014609,0.0000003621,0.0000004285
0.0000015569,0.0000014752,0.0000002925,0.0000003781
0.0000015162,0.0000014525,0.0000002983,0.0000003682
0.0000015537,0.0000014687,0.0000002274,0.0000003194
0.0000015136,0.0000014461,0.0000002356,0.0000003103
0.0000015528,0.0000014633,0.0000001653,0.0000002621
0.0000015128,0.0000014413,0.0000001753,0.0000002542
0.0000015536,0.0000014596,0.0000001055,0.0000002069
0.0000015138,0.0000014383,0.0000001173,0.0000002002
0.0000015561,0.0000014578,0.0000000479,0.0000001538
0.0000015166,0.0000014371,0.0000000615,0.0000001485
0.0000015605,0.0000014577,-0.0000000074,0.0000001029
0.0000015211,0.0000014378,0.0000000079,0.0000000989
0.0000015673,0.0000014593,-0.0000000598,0.0000000530
0.0000015277,0.0000014405,-0.0000000432,0.0000000509
0.0000015750,0.0000014632,-0.0000001109,0.0000000069
0.0000015359,0.0000014449,-0.0000000923,0.0000000059
0.0000015846,0.0000014688,-0.0000001596,-0.0000000368
0.0000015459,0.0000014511,-0.0000001390,-0.0000000366
0.0000015960,0.0000014761,-0.0000002060,-0.0000000781
0.0000015579,0.0000014592,-0.0000001835,-0.0000000768
0.0000016094,0.0000014853,-0.0000002500,-0.0000001170
0.0000015717,0.0000014690,-0.0000002255,-0.0000001146
0.0000016246,0.0000014963,-0.0000002916,-0.0000001535
0.0000015874,0.0000014808,-0.0000002652,-0.0000001500
0.0000016006,0.0000014899,-0.0000002898,-0.0000001683
0.0000016154,0.0000014992,-0.0000003129,-0.0000001878
0.0000016292,0.0000015087,-0.0000003345,-0.0000002057
0.0000016423,0.0000015183,-0.0000003547,-0.0000002225
0.0000016552,0.0000015281,-0.0000003736,-0.0000002382
0.0000016681,0.0000015380,-0.0000003913,-0.0000002531
0.0000016809,0.0000015482,-0.0000004080,-0.0000002671
0.0000016939,0.0000015587,-0.0000004238,-0.0000002803
0.0000017072,0.0000015696,-0.0000004387,-0.0000002929
0.0000017207,0.0000015808,-0.0000004528,-0.0000003047
0.0000017345,0.0000015925,-0.0000004662,-0.0000003158
0.0000017488,0.0000016045,-0.0000004788,-0.0000003263
0.0000017633,0.0000016170,-0.0000004908,-0.0000003361
0.0000017783,0.0000016299,-0.0000005021,-0.0000003452
0.0000017938,0.0000016433,-0.0000005127,-0.0000003538
0.0000018096,0.0000016571,-0.0000005226,-0.0000003617
0.0000018259,0.0000016714,-0.0000005319,-0.0000003690
0.0000018426,0.0000016861,-0.0000005406,-0.0000003756
0.0000018598,0.0000017012,-0.0000005486,-0.0000003816
0.0000018774,0.0000017169,-0.0000005560,-0.0000003871
0.0000018954,0.0000017329,-0.0000005628,-0.0000003919
0.0000019139,0.0000017494,-0.0000005690,-0.0000003960
0.0000019335,0.0000017663,-0.0000005739,-0.0000004009
0.0000019524,0.0000017840,-0.0000005793,-0.0000004033
0.0000019725,0.0000018018,-0.0000005834,-0.0000004061
0.0000019923,0.0000018210,-0.0000005887,-0.0000004067
0.0000020133,0.0000018392,-0.0000005912,-0.0000004083
0.0000020346,0.0000018585,-0.0000005940,-0.0000004090
0.0000020566,0.0000018778,-0.0000005952,-0.0000004098
0.0000020787,0.0000018980,-0.0000005965,-0.0000004095
0.0000021010,0.0000019189,-0.0000005976,-0.0000004083
0.0000021237,0.0000019402,-0.0000005985,-0.0000004059
0.0000021467,0.0000019610,-0.0000005977,-0.0000004032
0.0000021697,0.0000019824,-0.0000005966,-0.0000003992
0.0000021940,0.0000020038,-0.0000005940,-0.0000003961
0.0000022177,0.0000020265,-0.0000005923,-0.0000003907
0.0000022429,0.0000020489,-0.0000005886,-0.0000003866
0.0000022674,0.0000020725,-0.0000005861,-0.0000003799
0.0000022936,0.0000020955,-0.0000005808,-0.0000003750
0.0000023196,0.0000021199,-0.0000005765,-0.0000003685
0.0000023462,0.0000021438,-0.0000005701,-0.0000003622
0.0000023727,0.0000021692,-0.0000005652,-0.0000003542
0.0000023998,0.0000021947,-0.0000005592,-0.0000003459
0.0000024274,0.0000022204,-0.0000005526,-0.0000003371
0.0000024554,0.0000022464,-0.0000005453,-0.0000003279
0.0000024837,0.0000022728,-0.0000005374,-0.0000003180
0.0000025123,0.0000022995,-0.0000005290,-0.0000003077
0.0000025413,0.0000023265,-0.0000005200,-0.0000002968
0.0000025706,0.0000023539,-0.0000005104,-0.0000002853
0.0000026002,0.0000023816,-0.0000005004,-0.0000002733
0.0000026301,0.0000024097,-0.0000004897,-0.0000002608
0.0000026604,0.0000024380,-0.0000004786,-0.0000002478
0.0000026910,0.0000024667,-0.0000004669,-0.0000002342
0.0000027219,0.0000024957,-0.0000004547,-0.0000002201
0.0000027530,0.0000025250,-0.0000004420,-0.0000002056
0.0000027845,0.0000025546,-0.0000004288,-0.0000001905
0.0000028163,0.0000025845,-0.0000004150,-0.0000001749
0.0000028483,0.0000026147,-0.0000004008,-0.0000001588
0.0000028807,0.0000026451,-0.0000003861,-0.0000001423
0.0000029133,0.0000026758,-0.0000003709,-0.0000001252
0.0000029461,0.0000027068,-0.0000003553,-0.0000001077
0.0000029792,0.0000027381,-0.0000003391,-0.0000000897
0.0000030126,0.0000027696,-0.0000003225,-0.0000000713
0.0000030462,0.0000028014,-0.0000003054,-0.0000000524
0.0000030800,0.0000028334,-0.0000002879,-0.0000000330
0.0000031141,0.0000028656,-0.0000002699,-0.0000000132
0.0000031484,0.0000028980,-0.0000002515,0.0000000070
0.0000031829,0.0000029307,-0.0000002326,0.0000000277
0.0000032176,0.0000029636,-0.0000002133,0.0000000488
0.0000032525,0.0000029967,-0.0000001936,0.0000000703
0.0000032876,0.0000030299,-0.0000001734,0.0000000922
0.0000033229,0.0000030634,-0.0000001529,0.0000001146
0.0000033584,0.0000030971,-0.0000001319,0.0000001373
0.0000033940,0.0000031309,-0.0000001106,0.0000001605
0.0000034298,0.0000031648,-0.0000000888,0.0000001840
0.0000034657,0.0000031990,-0.0000000667,0.0000002079
0.0000035018,0.0000032333,-0.0000000442,0.0000002322
0.0000035381,0.0000032677,-0.0000000213,0.0000002568
0.0000035744,0.0000033023,0.0000000020,0.0000002818
0.0000036109,0.0000033370,0.0000000255,0.0000003072
0.0000036475,0.0000033718,0.0000000495,0.0000003328
0.0000036842,0.0000034067,0.0000000738,0.0000003589
0.0000037210,0.0000034417,0.0000000984,0.0000003852
0.0000037578,0.0000034768,0.0000001234,0.0000004119
0.0000037948,0.0000035120,0.0000001486,0.0000004389
0.0000038318,0.0000035473,0.0000001742,0.0000004662
0.0000038689,0.0000035826,0.0000002001,0.0000004938
0.0000039061,0.0000036180,0.0000002263,0.0000005217
0.0000039433,0.0000036534,0.0000002527,0.0000005499
0.0000039805,0.0000036889,0.0000002795,0.0000005783
0.0000040178,0.0000037245,0.0000003065,0.0000006070
0.0000040551,0.0000037600,0.0000003338,0.0000006360
0.0000040924,0.0000037956,0.0000003614,0.0000006653
